Id	Name
C4023702	Hyoplasia of the Leydig cells
C4023703	Abnormality of the Leydig cells
C4023709	Sacrococcygeal pilonidal abnormality
C4023710	Palmar hyperkeratosis
C4023719	Spontaneous rupture of the globe
C4023720	Cystic lesions of the pinnae
C4023721	Abnormal hair pattern
C4023722	Abnormality of hair texture
C4023728	1-5 finger syndactyly
C4023731	4-5 finger syndactyly
C4023734	Sutural cataract
C4023735	Lamellar pulverulent cataract
C4023736	2-5 finger syndactyly
C4023749	Abnormality of the zygomatic bone
C4023750	Aplasia of the maxilla
C4023752	Abnormality of the diencephalon
C4023757	Abnormal dura mater morphology
C4023759	Flat nasal alae
C4023760	Abnormal elasticity of skin
C4023763	Abnormality of the nasal cavity
C4023764	Elevated alkaline phosphatase of hepatic origin
C4023771	Anterior pituitary dysgenesis
C4023786	Elevated levels of phytanic acid
C4023791	Abnormality of the clivus
C4023792	Paraplegia/paraparesis
C4023795	Ectopic thymus tissue
C4023796	Aplasia/Hypoplasia of the thymus
C4023800	Limitation of movement at ankles
C4023801	Fibular bowing
C4023802	Hyperextensibility of the knee
C4023803	Hypertrophy of the lower limb
C4023807	Abnormality of the hypothenar eminence
C4023808	Hyperextensibility at elbow
C4023812	Aplasia of the bladder
C4023815	Oligosacchariduria
C4023817	Aplasia/Hypoplasia of the testes
C4023819	Abnormality of the male genitalia
C4023824	Bifid femur
C4023825	Ectopic accessory finger-like appendage
C4023890	Aplasia/Hypoplasia of the phalanges of the 2nd toe
C4023905	Abnormality of the 5th toe
C4023909	Aplasia/Hypoplasia of the abdominal wall musculature
C4023910	Aplasia/Hypoplasia of the diaphragm
C4023911	Aplasia/Hypoplasia of the breasts
C4023915	Abnormally low-pitched voice
C4023916	Aplasia/Hypoplasia of the tongue
C4023917	Aplasia/Hypoplasia of the uvula
C4023918	Short hard palate
C4023921	Oral synechia
C4023926	Pseudoepiphyses of the proximal phalanges of the hand
C4023930	Enlarged epiphyses of the proximal phalanges of the hand
C4023931	Cone-shaped epiphyses of the proximal phalanges of the hand
C4023950	Enlarged epiphyses of the distal phalanges of the hand
C4023965	Structural foot deformity
C4023976	Aplasia/Hypoplasia of the middle phalanges of the toes
C4023986	Broad phalanx of the toes
C4023987	Aplasia/Hypoplasia of the phalanges of the toes
C4023991	Ivory epiphyses of the toes
C4024048	Aplasia of the distal phalanx of the hallux
C4024054	Duplication of the proximal phalanx of the hallux
C4024067	Bullet-shaped distal phalanx of the hallux
C4024068	Broad distal phalanx of the hallux
C4024069	Aplasia/Hypoplasia of the distal phalanx of the hallux
C4024076	Aplasia/hypoplasia of the 1st metatarsal
C4024079	Aplasia/Hypoplasia of the phalanges of the hallux
C4024082	Abnormality of the first metatarsal bone
C4024086	Aplasia of the 4th metacarpal
C4024090	Aplasia of the 2nd metacarpal
C4024097	Broad 1st metacarpal
C4024098	Aplasia/Hypoplasia of the 1st metacarpal
C4024106	Cone-shaped epiphysis of the 1st metacarpal
C4024110	Abnormality of the 5th metacarpal
C4024118	Complete duplication of the distal phalanges of the hand
C4024136	Polydactyly affecting the 4th finger
C4024137	Partial duplication of the proximal phalanx of the 3rd finger
C4024140	Complete duplication of the middle phalanx of the 3rd finger
C4024144	Polydactyly affecting the 3rd finger
C4024153	Asymmetry of the mouth
C4024154	Sunken cheeks
C4024158	Abnormality of the columella
C4024159	Aplasia/Hypoplasia involving the nose
C4024162	Abnormality of the tragus
C4024163	Abnormal temporal bone morphology
C4024164	Thin ear helix
C4024165	Prominent ear helix
C4024166	Crumpled ear
C4024167	Abnormality of the antitragus
C4024168	Thickened ears
C4024170	Localized hirsutism
C4024171	Abnormality of secondary sexual hair
C4024172	Abnormality of hair pigmentation
C4024173	Aplasia of the distal phalanges of the hand
C4024174	Broad distal phalanges of all fingers
C4024175	Cerebellar ataxia associated with quadrupedal gait
C4024176	Triangular shaped distal phalanges of the hand
C4024187	Bullet-shaped middle phalanges of the hand
C4024188	Curved distal phalanges of the hand
C4024196	Lower limb peromelia
C4024197	Amelia involving the lower limbs
C4024199	Upper limb peromelia
C4024201	Low-output congestive heart failure
C4024202	Reduced number of teeth
C4024203	Aplasia of the phalanges of the hand
C4024210	Lester's sign
C4024212	Pyramidal skinfold extending from the base to the top of the nails
C4024213	Aplasia of the pectoralis major muscle
C4024215	Aplasia of the parotid gland
C4024216	Tibial pseudoarthrosis
C4024217	Spinal neurofibromas
C4024220	Hypomelanotic macule
C4024221	Papillary cystadenoma of the epididymis
C4024222	Abnormality of the epididymis
C4024223	Spinal hemangioblastoma
C4024229	Chronic CSF lymphocytosis
C4024230	Contracture of the distal interphalangeal joint of the fingers
C4024235	Stippling of the epiphysis of the distal phalanx of the thumb
C4024270	Distally placed thumb
C4024273	Complete duplication of proximal phalanx of the thumb
C4024276	Peripheral Schwannoma
C4024283	Triangular shaped middle phalanx of the 2nd finger
C4024295	Hypoplasia of the pharynx
C4024297	Abnormality of the hairline
C4024310	Triangular epiphysis of the middle phalanx of the 2nd finger
C4024317	Enlarged epiphysis of the middle phalanx of the 2nd finger
C4024338	Deviation of the hand or of fingers of the hand
C4024345	Radial deviation of the 3rd finger
C4024349	Triangular shaped proximal phalanx of the 3rd finger
C4024362	Triangular shaped middle phalanx of the 3rd finger
C4024412	Broad phalanges of the 5th finger
C4024441	Enlarged epiphysis of the middle phalanx of the 3rd finger
C4024473	Radial deviation of the 4th finger
C4024507	Aplasia/Hypoplasia of the distal phalanx of the 5th finger
C4024552	Triangular shaped middle phalanx of the 5th finger
C4024579	Osteolysis involving bones of the feet
C4024583	Increased adipose tissue
C4024588	Aplasia/Hypoplasia of the frontal sinuses
C4024589	Aplasia/Hypoplasia of the mandible
C4024595	Abnormal ossification involving the femoral head and neck
C4024597	Aplasia/Hypoplasia involving the pelvis
C4024599	Chronic oral candidiasis
C4024601	Weakness of long finger extensor muscles
C4024602	Loss of subcutaneous adipose tissue from upper limbs
C4024603	Atrophy of quadriceps femoris muscle
C4024604	Amyotrophy of ankle musculature
C4024605	Generalized weakness of limb muscles
C4024606	Loss of gluteal subcutaneous adipose tissue
C4024607	Exercise-induced leg cramps
C4024608	Necrotizing myopathy
C4024609	Decreased activity of mitochondrial respiratory chain
C4024610	Leg muscle stiffness
C4024611	Nonprogressive muscular atrophy
C4024612	Tibialis muscle weakness
C4024613	Progressive distal muscular atrophy
C4024615	Adipose tissue loss
C4024617	Hypoplastic ischiopubic rami
C4024618	Large iliac wings
C4024619	Broad femoral head
C4024620	Widened sacrosciatic notch
C4024621	Early ossification of capital femoral epiphyses
C4024622	Wide capital femoral epiphyses
C4024623	Wide proximal femoral metaphysis
C4024626	Aplasia/Hypoplasia of the external ear
C4024628	Aplasia of the epiglottis
C4024630	Partially duplicated kidney
C4024631	Renal hypophosphatemia
C4024632	Gonadal dysgenesis with female appearance, male
C4024634	Distal urethral duplication
C4024638	Transient nephrotic syndrome
C4024640	Aplasia/hypoplasia of the uterus
C4024641	Enlarged polycystic ovaries
C4024644	Multiple small medullary renal cysts
C4024645	Incomplete male pseudohermaphroditism
C4024646	Aplasia/Hypoplasia of the fallopian tube
C4024650	Congenital macroorchidism
C4024654	Postlingual sensorineural hearing impairment
C4024655	Underfolded superior helices
C4024656	Absent vestibular function
C4024660	Aplasia/Hypoplasia of the sacrum
C4024661	Abnormality of the vertebral spinous processes
C4024664	Moderate sensorineural hearing impairment
C4024666	No permanent dentition
C4024667	Congenital craniofacial dysostosis
C4024669	Asymmetry of spinal facet joints
C4024670	Poorly ossified cervical vertebrae
C4024672	Central vertebral hypoplasia
C4024674	Hypoplastic spinal processes
C4024675	C1-C2 vertebral abnormality
C4024677	Anterior wedging of L1
C4024678	Punctate vertebral calcifications
C4024679	Onychogryposis of toenails
C4024682	Hypoplastic fifth fingernail
C4024685	Puberty and gonadal disorders
C4024686	Abnormality of vitamin A metabolism
C4024689	Abnormality of the calcaneus
C4024692	Reduced factor XIII activity
C4024693	Factor X activation deficiency
C4024695	Increased red cell sickling tendency
C4024697	Elevated plasma branched chain amino acids
C4024698	Diaminoaciduria
C4024700	Elevated creatine kinase after exercise
C4024701	Reduced von Willebrand factor activity
C4024702	Reduced factor X activity
C4024703	Impaired collagen-induced platelet aggregation
C4024705	Decreased activity of mitochondrial complex II
C4024706	Spinal cord posterior columns myelin loss
C4024709	Transient hypophosphatemia
C4024710	Cerebellar cortical atrophy
C4024712	Abnormal light-adapted electroretinogram
C4024713	Transient aminoaciduria
C4024716	Secondary growth hormone deficiency
C4024717	Adrenal medullary hypoplasia
C4024718	Multiple pancreatic beta-cell adenomas
C4024719	Adrenocortical hypoplasia
C4024722	Reduced factor VII activity
C4024723	Decreased proportion circulating T-helper cells
C4024726	Mucopolysacchariduria
C4024727	Impaired epinephrine-induced platelet aggregation
C4024728	Delayed calcaneal ossification
C4024729	Distal tapering of metatarsals
C4024730	Calcaneonavicular fusion
C4024731	Flexion limitation of toes
C4024732	Ankylosis of feet small joints
C4024733	Abnormality of the fifth metatarsal bone
C4024734	Low maternal serum estriol
C4024735	Maternal virilization in pregnancy
C4024736	Abnormally lax or hyperextensible skin
C4024737	Aplasia/Hypoplasia of the skin
C4024738	Aplasia/Hypoplasia of the lens
C4024742	Aplasia/Hypoplasia of the macula
C4024743	Aplasia/Hypoplasia of the optic nerve
C4024745	Aplasia/Hypoplasia affecting the eye
C4024748	Aplasia/Hypoplasia of the iris
C4024750	Abnormality of the palpebral fissures
C4024751	Abnormality of the extraocular muscles
C4024756	Abnormality of macular pigmentation
C4024757	Malformed lacrimal duct
C4024758	Intraretinal exudate
C4024759	Macular hypopigmentation
C4024760	Progressive visual field defects
C4024761	Retinal arteriolar occlusion
C4024762	Pattern dystrophy of the retina
C4024763	Optic atrophy from cranial nerve compression
C4024765	Peripapillary chorioretinal atrophy
C4024767	Dense posterior cortical cataract
C4024768	Intermittent microsaccadic pursuits
C4024769	Reticular pigmentary degeneration
C4024772	Abnormal flash visual evoked potentials
C4024773	Lacrimal duct aplasia
C4024776	Reticular retinal dystrophy
C4024779	Marginal corneal dystrophy
C4024780	Almond-shaped palpebral fissure
C4024784	Amyloid deposition in the vitreous humor
C4024786	Mosaic corneal dystrophy
C4024788	Anterior chamber synechiae
C4024789	Nonprogressive restrictive external ophthalmoplegia
C4024790	Adult-onset night blindness
C4024792	Nodular corneal dystrophy
C4024794	Horizontal supranuclear gaze palsy
C4024795	Nongranulomatous uveitis
C4024796	Punctate corneal dystrophy
C4024799	Granular macular appearance
C4024803	Posterior retinal neovascularization
C4024809	Chorioretinal dysplasia
C4024810	Chronic irritative conjunctivitis
C4024811	Peripheral vitreous opacities
C4024816	Depigmented fundus
C4024817	Vitelliform-like macular lesions
C4024818	Progressive night blindness
C4024819	Abnormality of chorioretinal pigmentation
C4024820	Large hyperpigmented retinal spots
C4024821	Diffuse nuclear cataract
C4024822	Lacrimal gland aplasia
C4024825	Peripheral tractional retinal detachment
C4024826	Pigmentation anomalies of sun-exposed skin
C4024827	Telangiectasia of extensor surfaces
C4024828	Fine, reticulate skin pigmentation
C4024829	Nevus flammeus nuchae
C4024831	Blotching pigmentation of the skin
C4024832	Hypoproteinemic edema
C4024836	Generalized reticulate brown pigmentation
C4024837	Congenital palmoplantar keratodermia
C4024842	Generalized bronze hyperpigmentation
C4024843	Late onset atopic dermatitis
C4024844	Generalized seborrheic dermatitis
C4024848	Absent pigmentation of the ventral chest
C4024851	Punctate palmoplantar hyperkeratosis
C4024852	Hypopigmented skin patches on arms
C4024853	Increased number of skin folds
C4024854	Irregular hyperpigmentation of back
C4024855	Lack of subcutaneous fatty tissue
C4024856	Redundant skin on fingers
C4024859	Progressive hyperpigmentation
C4024861	Streaks of hyperkeratosis along each finger onto the palm
C4024862	Recurrent staphylococcal infections
C4024863	Diffuse skin atrophy
C4024864	Depigmentation/hyperpigmentation of skin
C4024865	Generalized papillary lesions
C4024867	Perifollicular hyperkeratosis
C4024869	Generalized anhidrosis
C4024871	Prominent veins on trunk
C4024872	Progressive reticulate hyperpigmentation
C4024876	Palmoplantar blistering
C4024877	Hyperpigmented/hypopigmented macules
C4024878	Generalized hyperpigmentation
C4024880	Hair-nail ectodermal dysplasia
C4024881	Few cafe-au-lait spots
C4024882	Telangiectasia of the oral mucosa
C4024883	Hyperextensible skin of face
C4024884	Neonatal wrinkled skin of hands and feet
C4024885	Macular hyperpigmented dermopathy
C4024886	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines
C4024888	Asymmetric, linear skin defects
C4024890	Excessive wrinkled skin
C4024891	Hyperkeratosis with erythema
C4024892	Congenital exfoliative erythroderma
C4024895	Atrophy/Degeneration involving the caudate nucleus
C4024896	Motor neuron atrophy
C4024897	Atrophy/Degeneration involving the corticospinal tracts
C4024898	Atrophy/Degeneration affecting the cerebrum
C4024899	Atrophy/Degeneration affecting the central nervous system
C4024900	Atrophy/Degeneration affecting the brainstem
C4024905	Abnormality of the pons
C4024906	Hemifacial seizures
C4024907	Mixed demyelinating and axonal polyneuropathy
C4024908	Rapid neurologic deterioration
C4024911	Acute infantile spinal muscular atrophy
C4024912	Occipital myelomeningocele
C4024914	Symmetric peripheral demyelination
C4024916	Decreased number of small peripheral myelinated nerve fibers
C4024917	Congenital encephalopathy
C4024918	Recurrent subcortical infarcts
C4024919	Spinocerebellar tract disease in lower limbs
C4024920	Decreased distal sensory nerve action potential
C4024921	Lower limb amyotrophy
C4024922	Irregular myelin loops
C4024923	Diffuse white matter abnormalities
C4024924	Cerebral artery atherosclerosis
C4024926	Focal T2 hyperintense basal ganglia lesion
C4024927	Peripheral hypomyelination
C4024928	Absent smooth pursuit
C4024929	Slowed slurred speech
C4024930	Diffuse demyelination of the cerebral white matter
C4024932	Bilateral basal ganglia lesions
C4024933	Acute demyelinating polyneuropathy
C4024934	Cerebellar medulloblastoma
C4024935	Subcortical dementia
C4024936	Temporal cortical atrophy
C4024937	Chronic hepatic encephalopathy
C4024938	Segmental peripheral demyelination
C4024939	Prolonged somatosensory evoked potentials
C4024940	Cranial nerve motor loss
C4024941	Dilated third ventricle
C4024942	Late-onset muscular dystrophy
C4024943	Decreased amplitude of sensory action potentials
C4024944	Profound static encephalopathy
C4024945	Generalized cerebral atrophy/hypoplasia
C4024946	Focal white matter lesions
C4024947	Symmetric lesions of the basal ganglia
C4024948	Anterior encephalocele
C4024949	Generalized hyperreflexia
C4024950	Nonprogressive encephalopathy
C4024952	Cavitation of the basal ganglia
C4024953	Dorsal column degeneration
C4024956	Grammar-specific speech disorder
C4024957	Proximal spinal muscular atrophy
C4024959	Frontoparietal cortical dysplasia
C4024960	Unilateral polymicrogyria
C4024961	Metachromatic leukodystrophy variant
C4024962	Axial muscle stiffness
C4024963	Abnormal aggressive, impulsive or violent behavior
C4024964	Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material
C4024965	Frontal cortical atrophy
C4024967	Congenital peripheral neuropathy
C4024968	Impaired thermal sensitivity
C4024970	Thick cerebral cortex
C4024972	Symmetrical progressive peripheral demyelination
C4024973	Midline central nervous system lipomas
C4024975	Posterior leukoencephalopathy
C4024976	Episodic generalized hypotonia
C4024979	Ovarian papillary adenocarcinoma
C4024981	Localized neuroblastoma
C4024982	Anal canal squamous carcinoma
C4024984	Diffuse leiomyomatosis
C4024986	Congenital neuroblastoma
C4024988	Intestinal carcinoid
C4024989	Hereditary nonpolyposis colorectal carcinoma
C4024990	Aplasia/Hypoplasia of the sternum
C4024991	Aplasia/Hypoplasia of the scapulae
C4024993	Aplasia/Hypoplasia of the clavicles
C4024994	Abnormality of the hepatic vasculature
C4024996	Aplasia/Hypoplasia of the lungs
C4025000	Myocardial steatosis
C4025001	Short chordae tendineae of the tricuspid valve
C4025002	Pulmonic valve myxoma
C4025003	Aortic tortuosity
C4025004	Ventricular preexcitation with multiple accessory pathways
C4025008	Reduced systolic function
C4025009	Impaired myocardial contractility
C4025010	Coat hanger sign of ribs
C4025016	Straight clavicles
C4025017	Fatal liver failure in infancy
C4025018	Depletion of mitochondrial DNA in liver
C4025019	Intrahepatic cholestasis with episodic jaundice
C4025020	Acute hepatic steatosis
C4025021	Increased hepatocellular lipid droplets
C4025022	Decreased mitochondrial complex III activity in liver tissue
C4025027	Repeated pneumothoraces
C4025028	Intraalveolar nodular calcifications
C4025031	Aplasia/hypoplasia of the humerus
C4025033	Aplasia/Hypoplasia involving the carpal bones
C4025034	Abnormality of femoral epiphysis
C4025038	Abnormality of the tibial metaphysis
C4025040	Abnormality of the femoral metaphysis
C4025043	Abnormality of the pancreatic islet cells
C4025044	Fixed elbow flexion
C4025045	Irregular proximal tibial epiphyses
C4025047	Proximal femoral metaphyseal abnormality
C4025048	Elongated radius
C4025049	Distal tapering femur
C4025050	Irregular distal femoral epiphysis
C4025052	Dumbbell-shaped femur
C4025053	Broad long bone diaphyses
C4025054	Agenesis of mandibular central incisor
C4025055	Hypoplasia of the tooth germ
C4025056	Failure of eruption of permanent teeth
C4025057	Obliteration of the pulp chamber
C4025058	Screwdriver-shaped incisors
C4025059	Abnormality of primary molar morphology
C4025060	Peg-shaped maxillary lateral incisors
C4025062	Supernumerary maxillary incisor
C4025065	Generalized microdontia
C4025067	Dagger-shaped pulp calcifications
C4025069	Multiple unerupted teeth
C4025071	Aplasia/Hypoplasia of fingers
C4025074	Aplasia/Hypoplasia of the 5th finger
C4025076	Abnormality of hand joint mobility
C4025077	Slender metacarpals
C4025078	Tapering pointed ends of distal finger phalanges
C4025079	Thin proximal phalanges with broad epiphyses of the hand
C4025080	Hypersegmentation of proximal phalanx of second finger
C4025083	Thimble-shaped middle phalanges of hand
C4025086	Irregular metacarpals
C4025087	Long phalanx of finger
C4025088	Broad metacarpal epiphyses
C4025089	Shortening of all proximal phalanges of the fingers
C4025090	Long proximal phalanx of finger
C4025093	Cuboidal metacarpal
C4025094	Reduced phenylalanine hydroxylase activity
C4025095	Hypoargininemia
C4025096	Progressive inspiratory stridor
C4025097	Ventilator dependence with inability to wean
C4025098	Intermittent hyperpnea at rest
C4025100	Abnormal respiratory motile cilium morphology
C4025101	Imperfect vocal cord adduction
C4025102	Abnormal renal corticomedullary differentiation
C4025109	Abnormal hand morphology
C4025111	Radial deviation of thumb terminal phalanx
C4025113	Proximal tibial and fibular fusion
C4025114	Aphalangy of the hands
C4025117	Metacarpophalangeal synostosis
C4025121	Metaphyseal enchondromatosis
C4025122	Opposable triphalangeal thumb
C4025123	Congenital foot contraction deformities
C4025124	Limited elbow extension and supination
C4025132	Shortening of all distal phalanges of the toes
C4025133	Cortical thickening of long bone diaphyses
C4025138	Multiple skeletal anomalies
C4025139	Fifth finger distal phalanx clinodactyly
C4025144	Congenital foot contractures
C4025145	Cortical irregularity
C4025148	Hyperextensible thumb
C4025151	Increased bone density with cystic changes
C4025153	Dysplastic distal thumb phalanges with a central hole
C4025155	Talocalcaneal synostosis
C4025158	Rudimentary postaxial polydactyly of hands
C4025159	Bilateral intracranial calcifications
C4025161	Positional foot deformity
C4025162	Multiple digital exostoses
C4025164	Cortical sclerosis
C4025165	Cutaneous syndactyly between fingers 2 and 5
C4025167	Abnormal vertebral segmentation and fusion
C4025170	Osteoporosis of vertebrae
C4025173	Arthrogryposis-like hand anomaly
C4025174	Large cafe-au-lait macules with irregular margins
C4025175	Congenital alopecia totalis
C4025176	Non-acidotic proximal tubulopathy
C4025182	Exercise-induced hemolysis
C4025183	Macrocytic dyserythropoietic anemia
C4025184	Spontaneous hemolytic crises
C4025186	T-cell lymphoma/leukemia
C4025187	Increased megakaryocyte count
C4025189	Metopic suture patent to nasal root
C4025190	Abnormal epiglottis morphology
C4025192	Orbital craniosynostosis
C4025193	Craniofacial osteosclerosis
C4025195	Sclerotic cranial sutures
C4025196	Recurrent systemic pyogenic infections
C4025197	Absence of CD8-positive T cells
C4025198	Recurrent gram-negative bacterial infections
C4025201	Reduction of neutrophil motility
C4025202	Recurrent protozoan infections
C4025204	Recurrent Haemophilus influenzae infections
C4025208	Severe T-cell immunodeficiency
C4025209	Abnormal facial expression
C4025211	Abnormal carotid artery morphology
C4025212	Autonomic bladder dysfunction
C4025213	Abnormality of complement system
C4025214	Sleepy facial expression
C4025215	Disturbance of facial expression
C4025216	Prominent nasal septum
C4025217	Pulmonary aterial intimal fibrosis
C4025218	Vasculitis of large artery
C4025226	Pectoral muscle hypoplasia/aplasia
C4025228	Partial abdominal muscle agenesis
C4025231	Chronic calcifying pancreatitis
C4025232	Jejunoileal ulceration
C4025234	Duplication of internal organs
C4025235	Frequent Giardia lamblia infestation
C4025236	Anomalous splenoportal venous system
C4025237	Stiff interphalangeal joints
C4025238	Generalized morning stiffness
C4025240	Flattened metatarsal heads
C4025244	Abnormal atrioventricular conduction
C4025249	Abnormality of the intervertebral disk
C4025250	Abnormal sacrum morphology
C4025251	Abnormality of the vertebral endplates
C4025252	Abnormal nasal morphology
C4025253	Streaky metaphyseal sclerosis
C4025254	Absent styloid process of ulna
C4025255	Cone-shaped epiphyses fused within their metaphyses
C4025256	Arthralgia/arthritis
C4025257	Shortening of all phalanges of the toes
C4025258	Polyarticular chondrocalcinosis
C4025261	Aplasia/Hypoplasia of the capital femoral epiphysis
C4025262	Prominent styloid process of ulna
C4025264	Recurrent cerebral hemorrhage
C4025265	Medial calcification of large arteries
C4025269	Generalized arterial calcification
C4025270	Arteriosclerosis of small cerebral arteries
C4025271	Abnormality of the pulmonary vasculature
C4025272	Peripheral arterial stenosis
C4025273	Atypical hyperphenylalaninemia
C4025275	Generalized distal tubular acidosis
C4025276	Congenital lactic acidosis
C4025277	Exercise-induced lactic acidemia
C4025278	Stress/infection-induced lactic acidosis
C4025279	Respiratory failure requiring assisted ventilation
C4025281	Neonatal inspiratory stridor
C4025282	Impaired ADP-induced platelet aggregation
C4025283	Compensated hemolytic anemia
C4025284	Reduced protein S activity
C4025285	Microspherocytosis
C4025286	Recurrent thromboembolism
C4025287	Folate-unresponsive megaloblastic anemia
C4025288	Hypersegmentation of neutrophil nuclei
C4025294	Juvenile gastrointestinal polyposis
C4025295	Elbow hypertrichosis
C4025296	Brittle scalp hair
C4025298	Effort-induced polymorphic ventricular tachycardias
C4025300	Axial malrotation of the kidney
C4025301	Cervical C5/C6 vertebrae fusion
C4025302	Anterior beaking of thoracic vertebrae
C4025303	Enlarged vertebral pedicles
C4025306	Anterior beaking of lower thoracic vertebrae
C4025307	Hyperconvex vertebral body endplates
C4025309	Supernumerary vertebral ossification centers
C4025311	Irregularity of vertebral bodies
C4025314	Atrophic, patchy alopecia
C4025315	Large clumps of pigment irregularly distributed along hair shaft
C4025316	Temporal hypotrichosis
C4025317	Bilateral choanal atresia
C4025318	Chronic rhinitis due to narrow nasal airway
C4025319	Cessation of head growth
C4025320	Craniofacial asymmetry
C4025321	Mandibular hyperostosis
C4025322	Prolonged brainstem auditory evoked potentials
C4025323	Postauricular skin tag
C4025324	Abnormality of the cheek
C4025327	Congenital pyloric atresia
C4025328	Abnormality of alkaline phosphatase activity
C4025329	Abnormality of the anus
C4025337	Abnormality of calcium homeostasis
C4025339	Abnormality of circulating leptin level
C4025347	Weakness of muscles of respiration
C4025350	Abnormality of glycosphingolipid metabolism
C4025356	Abnormal vitreous humor morphology
C4025360	Functional motor deficit
C4025362	Abnormality of the gastric mucosa
C4025368	Pseudoepiphyses of hand bones
C4025374	Irregular ossification of hand bones
C4025381	Osteoarthritis of the small joints of the hand
C4025390	Abnormality of the trapezium
C4025397	Abnormality of the scaphoid
C4025401	Irregular carpal bones
C4025406	Abnormality of the middle phalanx of the 5th finger
C4025411	Midline defect of the nose
C4025412	Midline nasal groove
C4025413	Curved fingers
C4025414	Radial club hand
C4025415	Hand monodactyly
C4025424	Abnormality of ulnar metaphysis
C4025457	Cone-shaped distal radial epiphysis
C4025460	Broad ulna
C4025467	Deformed radius
C4025491	Abnormality of the joint spaces of the elbow
C4025515	Cortical subperiosteal resorption of humeral metaphyses
C4025537	Humerus varus
C4025542	Humeral cortical thickening
C4025548	Cortical diaphyseal thickening of the upper limbs
C4025565	Late-onset distal muscle weakness
C4025566	Muscle abnormality related to mitochondrial dysfunction
C4025568	Type 1 and type 2 muscle fiber minicore regions
C4025569	Eunuchoid habitus
C4025570	Hypoplasia of lymphatic vessels
C4025571	Type 1 fibers relatively smaller than type 2 fibers
C4025572	Episodic flaccid weakness
C4025573	Increased muscle fatiguability
C4025574	Genetic anticipation with paternal anticipation bias
C4025575	Myotonia with warm-up phenomenon
C4025576	EMG: myotonic runs
C4025578	Late-onset proximal muscle weakness
C4025579	Large beaked nose
C4025582	Reduced dihydropyrimidine dehydrogenase activity
C4025583	Cellular metachromasia
C4025585	Lacticaciduria
C4025586	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
C4025589	Positive ferric chloride test
C4025590	Foam cells with lamellar inclusion bodies
C4025591	Absent urinary urothione
C4025593	Increased intracellular sodium
C4025594	Positive regitine blocking test
C4025595	Viral infection-induced rhabdomyolysis
C4025596	Abnormality of connective tissue
C4025597	Subsarcolemmal accumulations of abnormally shaped mitochondria
C4025598	Urinary glycosaminoglycan excretion
C4025599	Increased serum iduronate sulfatase activity
C4025600	Reduced xanthine dehydrogenase activity
C4025602	Ornithinuria
C4025603	Glutaric acidemia
C4025604	Parathormone-independent increased renal tubular calcium reabsorption
C4025607	Elevated urine pyrophosphate
C4025609	EMG: axonal abnormality
C4025610	Peripheral dysmyelination
C4025612	Polyclonal elevation of IgM
C4025613	Increased rate of premature chromosome condensation
C4025614	EMG: chronic denervation signs
C4025615	Decreased size of nerve terminals
C4025616	CNS hypomyelination
C4025617	Atlantoaxial abnormality
C4025619	Peripheral axonal atrophy
C4025622	Abnormality of the femoral neck or head region
C4025623	Elevated intracellular cystine
C4025624	Endopolyploidy on chromosome studies of bone marrow
C4025625	Impaired lymphocyte transformation with phytohemagglutinin
C4025626	Elevated urinary norepinephrine
C4025628	Abnormal enchondral ossification
C4025629	Elevated circulating catecholamine level
C4025630	Abnormal bone structure
C4025631	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
C4025635	Argininuria
C4025636	Reduced orotidine 5-prime phosphate decarboxylase activity
C4025638	Hyperpepsinogenemia I
C4025639	Prolonged G2 phase of cell cycle
C4025640	Deficient excision of UV-induced pyrimidine dimers in DNA
C4025641	Decreased pyruvate carboxylase activity
C4025644	Hypothalamic gonadotropin-releasing hormone deficiency
C4025647	Abnormality of the spinocerebellar tracts
C4025648	Abnormal peripheral myelination
C4025649	Reduced factor VIII activity
C4025650	Abnormality of lipid metabolism
C4025651	Increased circulating cortisol level
C4025655	Abnormality of urine homeostasis
C4025659	Abnormality of the shoulder
C4025660	Abnormality of the ankles
C4025662	Abnormality of the ulna
C4025663	Abnormality of tibia morphology
C4025664	Abnormality of fibula morphology
C4025665	Aplasia/Hypoplasia involving the central nervous system
C4025666	Abnormality of the forearm
C4025667	Partial absence of cerebellar vermis
C4025668	Leydig cell insensitivity to gonadotropin
C4025669	Decreased circulating ACTH level
C4025670	Abnormality of chromosome segregation
C4025671	Sudden episodic apnea
C4025672	Impaired memory B cell generation
C4025673	Recurrent Burkholderia cepacia infections
C4025674	Flared femoral metaphysis
C4025675	Abnormality of the radius
C4025676	Abnormality of the knee
C4025678	Abnormal trachea morphology
C4025679	Stippled chondral calcification
C4025680	Abnormal cartilage morphology
C4025681	Recurrent enteroviral infections
C4025682	Recurrent Serratia marcescens infections
C4025683	Lymph node hypoplasia
C4025684	Recurrent abscess formation
C4025688	Abnormality of the skull base
C4025690	Prenatal maternal abnormality
C4025692	Abnormality of calvarial morphology
C4025693	Hypertension associated with pheochromocytoma
C4025695	Right aortic arch with mirror image branching
C4025696	Paresis of extensor muscles of the big toe
C4025697	Gastrointestinal atresia
C4025698	Abnormality of the peritoneum
C4025699	Abnormality of the stomach
